tweet,text_clean,polarity_score,polarity
"Alih fungsi lahan dari lahan sawah pengairan teknis menjadi perumahan dan industri menjadi ancaman bagi ketersediaan lahan, untuk itu diperlukan ekspansi untuk memperluas lahan sawah pengairan teknis",alih fungsi lahan dari lahan sawah pengairan teknis menjadi perumahan dan industri menjadi ancaman bagi ketersediaan lahan untuk itu diperlukan ekspansi untuk memperluas lahan sawah pengairan teknis,3,positive
@MayjenSudrajat coba pak alih fungsi lahan/sawah di Jabar di tanggulangi.. bagaimana cara rakyat kecil jangan sampai menjual sawahnya.. di daerah Sukabumi banyak alih fungsi sawah.. yg kami khawatir alih kepemilikan lahan/sawah dr pribumi ke aseng..,coba pak alih fungsi lahansawah di jabar di tanggulangi bagaimana cara rakyat kecil jangan sampai menjual sawahnya di daerah sukabumi banyak alih fungsi sawah yg kami khawatir alih kepemilikan lahansawah dr pribumi ke aseng,14,positive
"@Gilang_Mahesa Kirain th ada datanya pa,tpi ya gppa ketang. Mksih pencerahan soal pp nya. Ari pp gmpang direvisi sprti perda ga pa? Soalny di subang mh bnyak alih fungsi lahan dr sawah ke pbrik.",kirain th ada datanya patpi ya gppa ketang mksih pencerahan soal pp nya ari pp gmpang direvisi sprti perda ga pa soalny di subang mh bnyak alih fungsi lahan dr sawah ke pbrik,-3,negative
@info - Pemerintah siapkan Peraturan Presiden cegah alih fungsi lahan sawah,pemerintah siapkan peraturan presiden cegah alih fungsi lahan sawah,8,positive
"@e100ss @RRIMalang @KemenPU @jokowi @radar_malang @suryamalang derita Malang kota : stigma kota korup, jln lubang, drainase mampet, alih fungsi lahan, pasar tumpah, kemacetan, BANJIR!! Terus, gimana? #Rakyatsusahpejabatbahagia",derita malang kota  stigma kota korup jln lubang drainase mampet alih fungsi lahan pasar tumpah kemacetan banjir terus gimana,-11,negative
"@drlshraffi @MasDaniel8 @nurhadi_aldo Kalau d kulon progo itu kasusnya bukan ga dikasih ganti rugi sih, memang menentang alih fungsi lahan yg tdnya mereka garap kemudian dijadikan bandara, beberapa itu tanah yg mereka miliki, beberapa petani penggarap tanah pakualaman",kalau d kulon progo itu kasusnya bukan ga dikasih ganti rugi sih memang menentang alih fungsi lahan yg tdnya mereka garap kemudian dijadikan bandara beberapa itu tanah yg mereka miliki beberapa petani penggarap tanah pakualaman,5,positive
"Apakah semua itu harus selalu dan melulu urusan kesejahteraan warga masyarakat??? Lalu kalau alih fungsi lahan hutan itu bagaimana? Ada satwa2 yang jg punya hak untuk hidup dan tinggal di habitatnya.. Nanti masuk ladang, di tembak asal2an. Hukum penjaranya cm 5 taun n denda 200jt",apakah semua itu harus selalu dan melulu urusan kesejahteraan warga masyarakat lalu kalau alih fungsi lahan hutan itu bagaimana ada satwa yang jg punya hak untuk hidup dan tinggal di habitatnya nanti masuk ladang di tembak asalan hukum penjaranya cm  taun n denda jt,-5,negative
Fenomena banjir di dataran tinggi di Indonesia makin meningkat. Beberapa faktor penyebab : 1. Hujan ekstrem meningkat. 2. Meningkatnya alih fungsi lahan. 3. Berkurangnya hutan &amp; kawasan resapan air. 4. Degradasi sungai. 5. Terbatasnya drainase. 6. Dan lainnya,fenomena banjir di dataran tinggi di indonesia makin meningkat beberapa faktor penyebab   hujan ekstrem meningkat  meningkatnya alih fungsi lahan  berkurangnya hutan amp kawasan resapan air  degradasi sungai  terbatasnya drainase  dan lainnya,9,positive
"@tubirfess Kalo ak kontra, purely berdasarkan lokasi yg menurutku nggak banget tapi di lain pihak kulon progo butuh banget utk menumbuhkan industrinya. Ga bisa banyak pendapat soal alih fungsi lahan si, tapi asal tau produksi padi kp menurun krn proyek ini",kalo ak kontra purely berdasarkan lokasi yg menurutku nggak banget tapi di lain pihak kulon progo butuh banget utk menumbuhkan industrinya ga bisa banyak pendapat soal alih fungsi lahan si tapi asal tau produksi padi kp menurun krn proyek ini,3,positive
Jadi hentikan alih fungsi lahan! Hentikan perampasan tanah! Hentikan penghancuran hutan dan sumber daya alam! Berikan pengakuan atas masyarakat adat dan wilayah kelola kami! #RapatAkbar #PilihKeadilanEkologis #PulihkanIndonesia #AdildanLestari,jadi hentikan alih fungsi lahan hentikan perampasan tanah hentikan penghancuran hutan dan sumber daya alam berikan pengakuan atas masyarakat adat dan wilayah kelola kami,-3,negative
"Pembalakan liar dan alih fungsi lahan menjadi perumahan juga bisa menyebabkan banjir. Rumah ortu misal, disana pasti banjir karena hutannya dijadikan perumahan. Padahal sebelum ada perumahan gak pernah banjir. Bahkan ada korban jiwa.. 😔😔",pembalakan liar dan alih fungsi lahan menjadi perumahan juga bisa menyebabkan banjir rumah ortu misal disana pasti banjir karena hutannya dijadikan perumahan padahal sebelum ada perumahan gak pernah banjir bahkan ada korban jiwa 😔😔,16,positive
"@_kirchoi @dekaureka @fasha_1cok @Nazmi_Hamzah namun mereka menggunakan dalih pengrusakan ekosistem untuk kampanyenya. Memang tidak munafik, saya pun miris melihat ekosistem yg hancur, alih fungsi lahan yg sporadis, hutan yg rusak, serta fauna yg kehilangan habitatnya. Tapi jika kita hanya menghujat saja, tidak akan ada-",namun mereka menggunakan dalih pengrusakan ekosistem untuk kampanyenya memang tidak munafik saya pun miris melihat ekosistem yg hancur alih fungsi lahan yg sporadis hutan yg rusak serta fauna yg kehilangan habitatnya tapi jika kita hanya menghujat saja tidak akan ada,3,positive
"Salah satu proses kerusakan hutan (contohnya di Lampung) yang terjadi yaitu adanya alih fungsi lahan. Dari hutan menjadi ladang, lalu menjadi perkebunan rakyat yang menghasilkan kopi, ubi, dll., hingga menjadi area terbangun seperti pemukiman, perkantoran dan industri.",salah satu proses kerusakan hutan contohnya di lampung yang terjadi yaitu adanya alih fungsi lahan dari hutan menjadi ladang lalu menjadi perkebunan rakyat yang menghasilkan kopi ubi dll hingga menjadi area terbangun seperti pemukiman perkantoran dan industri,9,positive
Hal ini karena penebangan dan alih fungsi lahan yang dilakukan dengan salah #01IndonesiaBerdaulat,hal ini karena penebangan dan alih fungsi lahan yang dilakukan dengan salah,-2,negative
"Tapi sayangnya, belakangan kita justru menyaksikan kondisi yang tak sedap. Alih-alih melindungi, tren alih-fungsi hutan menjadi lahan produksi skala besar justru terjadi. #INTERNATIONALFORESTDAY #SELAMATKANHUTAN #STOPDEFORESTATION",tapi sayangnya belakangan kita justru menyaksikan kondisi yang tak sedap alihalih melindungi tren alihfungsi hutan menjadi lahan produksi skala besar justru terjadi,11,positive
"@LaodeMSyarif @ChangeOrg_ID @KPK_RI @GakkumKLHK @SitiNurbayaLHK Apa kira2 yg bisa di kolaborasikan dalam hal ini..? Soalnya di riau sangat banyak pelanggaran alih fungsi lahan hutan oleh cukong, tentu tak terlepas dr dugaan gravitasi pejabat. Soalnya usia kebun sdh berpuluh tahun",apa kira yg bisa di kolaborasikan dalam hal ini soalnya di riau sangat banyak pelanggaran alih fungsi lahan hutan oleh cukong tentu tak terlepas dr dugaan gravitasi pejabat soalnya usia kebun sdh berpuluh tahun,-2,negative
"@tubirfess Bangun bendungan mmang perlu tp mngkatkan produksi slain mengatur kndisi lngkungan bisa jga lewat genetiknya. Terus sharusnya udh fokus ke pnggunaan lahan2 marjinal bisa lwat teknik tertntu atau varietas thn kering, mau smpe kapan alih fungsi lahan terus.",bangun bendungan mmang perlu tp mngkatkan produksi slain mengatur kndisi lngkungan bisa jga lewat genetiknya terus sharusnya udh fokus ke pnggunaan lahan marjinal bisa lwat teknik tertntu atau varietas thn kering mau smpe kapan alih fungsi lahan terus,-4,negative
@spidamar @kangope @PRFMnews @BPBDJabar Yaaaa betuuuulllll. Lagi lagi bentrok dengan pola masyarakat yg mementingkan kepentingan alih fungsi lahan dari pohon menjadi tanaman sayuran :( kalau menurut saya mau di perbesar volume aliran air tetep bakal besar karena resapan air di atas sudah tak dapat meresap,yaaaa betuuuulllll lagi lagi bentrok dengan pola masyarakat yg mementingkan kepentingan alih fungsi lahan dari pohon menjadi tanaman sayuran  kalau menurut saya mau di perbesar volume aliran air tetep bakal besar karena resapan air di atas sudah tak dapat meresap,3,positive
"@BBCIndonesia Yg tertuduh warga yg melakukan alih fungsi lahan, bagaimana dengan perusahaan sawit yg melakukan perusakan lingkungan dengan skala yg jauh lebih besar? Ironis.",yg tertuduh warga yg melakukan alih fungsi lahan bagaimana dengan perusahaan sawit yg melakukan perusakan lingkungan dengan skala yg jauh lebih besar ironis,1,positive
@dickykinkin88 @MuffSuryaman @mohmahfudmd @erickthohir @rockygerung @saididu Alih fungsi lahan.... Lahan mana??? #kudet Baca berita biar cerdas..,alih fungsi lahan lahan mana  baca berita biar cerdas,0,neutral
"@ecosocrights @hidayat_rkhmd @ciciliatara @thoyiba19 @tomiragil @kumparan @SeknasKPA @yaya__nh @Dandhy_Laksono @MongabayID @GreenpeaceID Karenanya saya mengajak jangan menjelek jelekkan sawit, kalo harganya turun, kasihan petaninya, alih fungsi lahan lagi, makin rusak lagi. Gitu 👍",karenanya saya mengajak jangan menjelek jelekkan sawit kalo harganya turun kasihan petaninya alih fungsi lahan lagi makin rusak lagi gitu 👍,5,positive
"@kusnandarpc @topazaditia @TirtoID Parkir ditarik 2 kali.. Satu dr ormas, satu jatah preman.. Tuh trotoar d jln fachrudin, blok a, alih fungsi jd lahan parkir.. Saya selalu ogah lewat sana..",parkir ditarik  kali satu dr ormas satu jatah preman tuh trotoar d jln fachrudin blok a alih fungsi jd lahan parkir saya selalu ogah lewat sana,8,positive
"Diduga kuat, pelepasan lahan Waduk Sepat tersebut akan mengarah pada alih fungsi Waduk Sepat menjadi kawasan perumahan mewah, seperti dalam kasus-kasus pelepasan waduk lainnya di Surabaya. Akibatnya ruang hidup warga perkotaan terus hilang.",diduga kuat pelepasan lahan waduk sepat tersebut akan mengarah pada alih fungsi waduk sepat menjadi kawasan perumahan mewah seperti dalam kasuskasus pelepasan waduk lainnya di surabaya akibatnya ruang hidup warga perkotaan terus hilang,-5,negative
"@PRFMnews Jelas alih fungsi dari lahan sawah/terbuka ke Pembangunan kalau tdk dibarengi pembangunan Sapras yg memadai sesuai aturan, maka dampaknya akan timbul banjir/dampak terhadap lingkungan dan masyarakat yg dirugikan",jelas alih fungsi dari lahan sawahterbuka ke pembangunan kalau tdk dibarengi pembangunan sapras yg memadai sesuai aturan maka dampaknya akan timbul banjirdampak terhadap lingkungan dan masyarakat yg dirugikan,-3,negative
@sek_bppsdmp @kementan @KSPgoid Lahan sawah jangan sampai alih fungsi,lahan sawah jangan sampai alih fungsi,0,neutral
"Menurutnya, Sagu adl jawaban kekurangan pangan di Riau. Lahan sawah di Riau hanya 86rb hektar dgn rata2 alih fungsi lahan per tahun 6500 hektar. Sementara lahan sawit mencapai 4jt hektar 😜",menurutnya sagu adl jawaban kekurangan pangan di riau lahan sawah di riau hanya rb hektar dgn rata alih fungsi lahan per tahun  hektar sementara lahan sawit mencapai jt hektar 😜,-3,negative
@Jkw_CakImin @cakimiNOW @jokowi Kondisi riil di daerah kami khususnya adalah byk lahan sawah alih fungsi jd kebun sawit/karet krn fktor ktrsediaan air dn murhny hrg gabah,kondisi riil di daerah kami khususnya adalah byk lahan sawah alih fungsi jd kebun sawitkaret krn fktor ktrsediaan air dn murhny hrg gabah,-1,negative
"Alih fungsi lahan bisa terjadi krn berbagai sebab. Faktornya tdk tunggal. Misal, krn makin banyak jumlah penduduk sehingga butuh lahan perumahan. Atau karena masuknya investor di suatu daerah. Atau petani sendiri yg mengubah sawah jadi kebun coklat karena hasilnya lebih besar.",alih fungsi lahan bisa terjadi krn berbagai sebab faktornya tdk tunggal misal krn makin banyak jumlah penduduk sehingga butuh lahan perumahan atau karena masuknya investor di suatu daerah atau petani sendiri yg mengubah sawah jadi kebun coklat karena hasilnya lebih besar,-2,negative
"Sekda DIY Gatot Saptadi mengatakan satu peta sawah beririgasi sangat bagus, peta ini dapat dimanfaatkan utk penataan irigasi hingga penataan alih fungsi lahan.",sekda diy gatot saptadi mengatakan satu peta sawah beririgasi sangat bagus peta ini dapat dimanfaatkan utk penataan irigasi hingga penataan alih fungsi lahan,6,positive
"@ridwankamil Ulah sampai sawah teh di alih fungsi lahan ka kawasan perum,industri,mugi tiasa jd kawasan destinasi parawisata kumargi di eropa mah teu ata",ulah sampai sawah teh di alih fungsi lahan ka kawasan perumindustrimugi tiasa jd kawasan destinasi parawisata kumargi di eropa mah teu ata,1,positive
#kom4 Oo Sutisna @Fraksi_Gerindra #jabar9: sementara di jawa banyak sawah yg produktif habis alih fungsi lahan,oo sutisna   sementara di jawa banyak sawah yg produktif habis alih fungsi lahan,4,positive
@dadang_adp Itu iya.. Penduduk semakin banyak. Tapi mestinya ndak gegabah alih fungsi lahan. Buka Transmigrasi sj Pak Harto ndak boleh pake sawah,itu iya penduduk semakin banyak tapi mestinya ndak gegabah alih fungsi lahan buka transmigrasi sj pak harto ndak boleh pake sawah,-7,negative
"@dadang_adp Kalau kota2 baru, penggerusan lahan sawah... Ini yang beda... Skrg banyak diterabas. Dulu sawah tipe A ndak boleh alih fungsi",kalau kota baru penggerusan lahan sawah ini yang beda skrg banyak diterabas dulu sawah tipe a ndak boleh alih fungsi,-6,negative
"@kompascom @2 Skr program Intensivikasi hrs dbarengi dgn ekstensivikasinya jg, aturan alih fungsi lahan hrs tegas.Sertifikat tanah sawah tdk boleh dipecah",skr program intensivikasi hrs dbarengi dgn ekstensivikasinya jg aturan alih fungsi lahan hrs tegassertifikat tanah sawah tdk boleh dipecah,1,positive
8. Peningkatan produksi beras diperlukan lewat intensifikasi mengingat alih fungsi lahan sawah terus terjadi.,peningkatan produksi beras diperlukan lewat intensifikasi mengingat alih fungsi lahan sawah terus terjadi,3,positive
#TuitLampung Dinas Perizinan Diminta Tinjau Alih Fungsi Lahan Sawah di Pasar Baru #Lampung #Tuit,dinas perizinan diminta tinjau alih fungsi lahan sawah di pasar baru,-2,negative
"""Alih Fungsi Lahan Perumahan Menjadi Sawah dan Ladang Tebu""",alih fungsi lahan perumahan menjadi sawah dan ladang tebu,1,positive
Alih fungsi lahan tnu SAWAH jadi BANDARA. Pdhal bhla keur kampanye PILPRES ngomong'na dek nyetak SAWAH BARU RIBUAN HEKTAR. :))),alih fungsi lahan tnu sawah jadi bandara pdhal bhla keur kampanye pilpres ngomongna dek nyetak sawah baru ribuan hektar,1,positive
"@zenrs Bagaimana dengan pabrik obat, tekstil? Biasanya dibangun didaerah pinggiran kota di lahan ex sawah. Alih fungsi lahan haram? LAWAN!?!",bagaimana dengan pabrik obat tekstil biasanya dibangun didaerah pinggiran kota di lahan ex sawah alih fungsi lahan haram lawan,-7,negative
@infonawacita alih fungsi lahan yg harus direm dlm kepunahan areal sawah disetiap Irigasi di seluruh Indonesia,alih fungsi lahan yg harus direm dlm kepunahan areal sawah disetiap irigasi di seluruh indonesia,-4,negative
@markonahajis Depa ni mmg group pantang nampak hutan hijau ek Gatal je nk ubah hutan hijau tu Tanah pertanian? Buat apa? Ladang durian? Owh no...i am raging mad right now ðŸ˜¡,depa ni mmg group pantang nampak hutan hijau ek gatal je nk ubah hutan hijau tu tanah pertanian buat apa ladang durian owh noi am raging mad right now ðÿ˜¡,6,positive
"Setan lah yang menabur bunga di atas lahan gersang Mawar sepekat darah dan lili seputih tulang Bersama jiwa yang meronta dalam diam, ia tertawa menari riang Kawan, peperangan ini sungguh sunyi Dia beradu dengan diri sendiri 29/06/2021 Hanny",setan lah yang menabur bunga di atas lahan gersang mawar sepekat darah dan lili seputih tulang bersama jiwa yang meronta dalam diam ia tertawa menari riang kawan peperangan ini sungguh sunyi dia beradu dengan diri sendiri  hanny,7,positive
"@utbkfess Aku pengen blajar pertanian karna pernah ikut ke ladang, ga boong aku, seru",aku pengen blajar pertanian karna pernah ikut ke ladang ga boong aku seru,-2,negative
punya ladang pertanian anggur dan perternakan sapi dan kambin enak kali ya,punya ladang pertanian anggur dan perternakan sapi dan kambin enak kali ya,-2,negative
@mzrern_e Tak banyak pendedahan pasal pertanian dan amalan ladang lah tu. Yang dia tahu hasil cantik dah ada depan mata je. ðŸ˜Œ,tak banyak pendedahan pasal pertanian dan amalan ladang lah tu yang dia tahu hasil cantik dah ada depan mata je ðÿ˜œ,-1,negative
Meskipun kegiatan saya di ladang hanya mengurusi sawah dan pertanian. Tapi kalo urusan ketidakadilan di pertontonkan secara brutal maka saya siap untuk melawan bandit2 yg berkedok HUKUM.@Ameeranti @fadlizon @Fahrihamzah @msaid_didu @marlina_idha @RamliRizal @hnurwahid,meskipun kegiatan saya di ladang hanya mengurusi sawah dan pertanian tapi kalo urusan ketidakadilan di pertontonkan secara brutal maka saya siap untuk melawan bandit yg berkedok hukum,-6,negative
