,Unnamed: 0,conversation_id,date,tweet,tweetbersih,translated,sentiment,,,,,,,,,,,,,
1125,1125,8.40120170387399E+017,2017-03-10 15:40:31,luasan lahan   di kota Blitar dikarenakan alih fungsi lahan seperti pembangunan   di kota Blitar  Ia membenarkan  lahan,luasan lahan   di kota Blitar dikarenakan alih fungsi lahan seperti pembangunan   di kota Blitar  Ia membenarkan  lahan,the area of ​​land in the city of Blitar due to the conversion of land functions such as development in the city of Blitar He justifies the land,neutral,,,,,,,,,,,,,
1126,1126,8.26072118739624E+017,2017-01-30 21:18:35,Pemerintah kabupaten Ngada berencana merelokasi  tata kota pemerintahan  agar tidak ada alih fungsi lahan pertanian perkebunan jadi bangunan,Pemerintah kabupaten Ngada berencana merelokasi  tata kota pemerintahan  agar tidak ada alih fungsi lahan pertanian perkebunan jadi bangunan,The Ngada district government plans to relocate the city administration so that there is no conversion of agricultural land into buildings,negative,,,,,,,,,,,,,
1127,1127,8.24496960958657E+017,2017-01-26 12:59:28,Alih fungsi lahan pertanian ke non pertanian di DIY mencapai     hektare per tahun diduga bisa menggangu swasembada pangan,Alih fungsi lahan pertanian ke non pertanian di DIY mencapai     hektare per tahun diduga bisa menggangu swasembada pangan,"The conversion of agricultural land to non-agricultural areas in DIY, which reaches a hectare per year, is thought to interfere with food self-sufficiency",positive,,,,,,,,,,,,,
1128,1128,8.22232457273409E+017,2017-01-20 7:01:08,Hasil pertanian yang kurang menguntungkan membuat para petani menjual lahan yg menyebabkan alih fungsi menjadi bangunan,Hasil pertanian yang kurang menguntungkan membuat para petani menjual lahan yg menyebabkan alih fungsi menjadi bangunan,Unprofitable agricultural products make farmers sell land which causes the conversion of functions to buildings,neutral,,,,,,,,,,,,,
1129,1129,1.38657798159469E+018,2021-04-26 14:08:46,Penyusutan lahan produktif pertanian untuk tambang juga dapat mengancam mata pencaharian warga  Warga  kuasa hukum  dan anggota solidaritas yang menjalankan haknya untuk aksi secara damai pun ditangkap secara sewenang wenang tanpa surat perintah,Penyusutan lahan produktif pertanian untuk tambang juga dapat mengancam mata pencaharian warga  Warga  kuasa hukum  dan anggota solidaritas yang menjalankan haknya untuk aksi secara damai pun ditangkap secara sewenang wenang tanpa surat perintah,Depreciation of productive agricultural land for mining can also threaten the livelihoods of residents. Lawyers and members of solidarity who exercise their right to peaceful action are also arbitrarily arrested without a warrant,negative,,,,,,,,,,,,,
1130,1130,1.38038718469226E+018,2021-04-09 12:08:45,Terlepas dari perbedaan tersebut  jika merujuk data Badan Pusat Statistik  penyusutan luas lahan bukan satu satunya persoalan di sektor pertanian  Ada hal lain yang perlu dicermati  luas panen,Terlepas dari perbedaan tersebut  jika merujuk data Badan Pusat Statistik  penyusutan luas lahan bukan satu satunya persoalan di sektor pertanian  Ada hal lain yang perlu dicermati  luas panen,"Apart from these differences when referring to data from the Central Bureau of Statistics, land area shrinkage is not the only problem in the agricultural sector.",negative,,,,,,,,,,,,,
1131,1131,1.2986141751119E+018,2020-08-26 20:32:01,Apalagi    tahun terakhir  Indonesia tak mengalami peningkatan produksi yang berarti  dari data Kementerian Agraria dan Tata Ruang Badan Pertanahan Nasional menyebutkan  terjadi penyusutan lahan pertanian dari tahun ke tahun,Apalagi    tahun terakhir  Indonesia tak mengalami peningkatan produksi yang berarti  dari data Kementerian Agraria dan Tata Ruang Badan Pertanahan Nasional menyebutkan  terjadi penyusutan lahan pertanian dari tahun ke tahun,"Moreover, in the last year, Indonesia did not experience a significant increase in production, from data from the Ministry of Agrarian Affairs and Spatial Planning, the National Land Agency stated that there was a decrease in agricultural land from year to year.",positive,,,,,,,,,,,,,
1132,1132,1.29757971764248E+018,2020-08-24 0:01:27,Kritik yang lebih baik itu mungkin penyusutan lahan pertanian  Itu coba dicek,Kritik yang lebih baik itu mungkin penyusutan lahan pertanian  Itu coba dicek,A better criticism might be the shrinking of agricultural land. Let's check it out,neutral,,,,,,,,,,,,,
1133,1133,1.27930281658293E+018,2020-07-04 13:35:34,Tol di Jawa itu     km lebih  kalau lebar rata  itu     meter  which kebanyakan cuma   an  makaa luasnya masih lebih kecil daripada Jakarta Utara  Lalu ketemu berapa perkara jalan tol jadi kambing hitam dan  sasaran tembak  dari isu penyusutan lahan pertanian,Tol di Jawa itu     km lebih  kalau lebar rata  itu     meter  which kebanyakan cuma   an  makaa luasnya masih lebih kecil daripada Jakarta Utara  Lalu ketemu berapa perkara jalan tol jadi kambing hitam dan  sasaran tembak  dari isu penyusutan lahan pertanian,"The toll road in Java is more kilometers, if the average width is meters, which is mostly only an area, then the area is still smaller than North Jakarta. Then we met how many cases of toll roads became scapegoats and shooting targets for the issue of shrinking agricultural land",negative,,,,,,,,,,,,,
1134,1134,1.26511328327663E+018,2020-05-26 9:51:26,Hamparan padi ini bukan semata soal pemandangan  tapi ajakan untuk merefleksikan politik pangan  amp  keberpihakan pemerintah pada petani  lokal   Buruknya politik pangan dan lemahnya keberpihakan tergambar dari fakta bhw pemerintah membiarkan begitu saja penyusutan lahan pertanian,Hamparan padi ini bukan semata soal pemandangan  tapi ajakan untuk merefleksikan politik pangan  amp  keberpihakan pemerintah pada petani  lokal   Buruknya politik pangan dan lemahnya keberpihakan tergambar dari fakta bhw pemerintah membiarkan begitu saja penyusutan lahan pertanian,This rice expanse is not just a matter of scenery but an invitation to reflect on food politics and the government's alignment with local farmers. The bad food politics and weak alignments are illustrated by the fact that the government has just let the shrinkage of agricultural land go.,negative,,,,,,,,,,,,,
1135,1135,1.14086457412551E+018,2019-06-18 13:11:25,dan mengurangi penyusutan lahan pertanian yang berubah jadi rumah,dan mengurangi penyusutan lahan pertanian yang berubah jadi rumah,and reduce the shrinkage of agricultural land that turns into houses,neutral,,,,,,,,,,,,,
1136,1136,1.12358315981418E+018,2019-05-01 20:41:15,Melanggar sih pak  tapi apakah penyusutan jumlah lahan pertanian sudah diperhitungkan  Dan bagaimana dengan pemenuhan pangan kita  Apakah dengan membuka lahan baru di luar jawa,Melanggar sih pak  tapi apakah penyusutan jumlah lahan pertanian sudah diperhitungkan  Dan bagaimana dengan pemenuhan pangan kita  Apakah dengan membuka lahan baru di luar jawa,"It's a violation, sir, but has the shrinkage of the amount of agricultural land been taken into account? And what about our food supply? Is it by opening up new land outside Java?",negative,,,,,,,,,,,,,
1137,1137,1.07129179557572E+018,2018-12-08 13:34:02,Menteri    mesti baca laporan ini  Sehingga solusi utk mengatasi penyusutan lahan pertanian benar  menyasar akar masalah  tak sebatas menerbitkan aturan baru  lagi   atau lari ke rawa rawa akibat gagal menyelamatkan lahan pertanian,Menteri    mesti baca laporan ini  Sehingga solusi utk mengatasi penyusutan lahan pertanian benar  menyasar akar masalah  tak sebatas menerbitkan aturan baru  lagi   atau lari ke rawa rawa akibat gagal menyelamatkan lahan pertanian,"The minister must read this report so that the solution to overcome the shrinkage of agricultural land properly targets the root of the problem, not only issuing new regulations or fleeing to swamps due to failing to save agricultural land.",negative,,,,,,,,,,,,,
1138,1138,1.05295558818585E+018,2018-10-18 23:12:29,Di lain pihak  Amran mengatakan penyusutan lahan paling banyak di Pulau Jawa   Di Indonesia juga kita mengalami susutnya lahan pertanian  khususnya di Pulau Jawa  Di mana banyak lahan pertanian yang dikonversi maupun kebutuhan infrastruktur industri dan sebagainya   ungkapnya,Di lain pihak  Amran mengatakan penyusutan lahan paling banyak di Pulau Jawa   Di Indonesia juga kita mengalami susutnya lahan pertanian  khususnya di Pulau Jawa  Di mana banyak lahan pertanian yang dikonversi maupun kebutuhan infrastruktur industri dan sebagainya   ungkapnya,"On the other hand, Amran said that land shrinkage is mostly on the island of Java. In Indonesia, we also experience a decrease in agricultural land, especially in Java, where a lot of agricultural land is converted as well as industrial infrastructure needs and so on.",neutral,,,,,,,,,,,,,
1139,1139,1.04295540928209E+018,2018-09-21 8:55:21,Penyusutan lahan pertanian setiap tahun terjadi  Hal itu akan berdampak terhadap ketahanan pangan Nasional Pak   salah satunya disebabkan krn banyak pemda yg tdk membatasi adanya perumahan,Penyusutan lahan pertanian setiap tahun terjadi  Hal itu akan berdampak terhadap ketahanan pangan Nasional Pak   salah satunya disebabkan krn banyak pemda yg tdk membatasi adanya perumahan,"Depreciation of agricultural land occurs every year This will have an impact on national food security, sir, one of which is because many local governments do not limit the availability of housing.",neutral,,,,,,,,,,,,,
1140,1140,1.04275807742492E+018,2018-09-20 19:51:13,Sebegitu drastis kah penyusutan lahan pertanian akibat infrastruktur saat ini  Kalau betul iya  hebatnya infrastruktur rezim skrg,Sebegitu drastis kah penyusutan lahan pertanian akibat infrastruktur saat ini  Kalau betul iya  hebatnya infrastruktur rezim skrg,"How drastic is the shrinkage of agricultural land due to the current infrastructure. If that's true, then the infrastructure of the current regime is great",positive,,,,,,,,,,,,,
1141,1141,9.02904262157533E+017,2017-08-30 21:42:05,Ini baru betull   sudah selayaknya negara turun tangan mengatasi penyusutan lahan pertanian,Ini baru betull   sudah selayaknya negara turun tangan mengatasi penyusutan lahan pertanian,This is just the right thing for the state to step in to deal with the shrinking of agricultural land,neutral,,,,,,,,,,,,,
1142,1142,1.38269012945471E+018,2021-04-15 20:39:50,Telpon sama org tua   ngobrol ttg perkembangan pertanian didesa  Lahan sawah makin berkurang  tenaga kerja yg mau bekerja di sawah juga sulit  trus arep swasembada  Kecuali ada program  gabah nusantara,Telpon sama org tua   ngobrol ttg perkembangan pertanian didesa  Lahan sawah makin berkurang  tenaga kerja yg mau bekerja di sawah juga sulit  trus arep swasembada  Kecuali ada program  gabah nusantara,Calling parents and talking about agricultural development in the village Rice fields are getting less and less workers who want to work in the fields are also difficult and are self-sufficient Unless there is an archipelago grain program,neutral,,,,,,,,,,,,,
1143,1143,1.36401498023275E+018,2021-02-23 7:51:28,Ngke nincak ka waktu nu teu imbang antara lahan pemukiman jeung sawah perkebunan dibanding jumlah jelma  plus muka lahan anyar oge berarti tangkal berkurang  Oksigen beuki saeutik  polusi beuki mulek,Ngke nincak ka waktu nu teu imbang antara lahan pemukiman jeung sawah perkebunan dibanding jumlah jelma  plus muka lahan anyar oge berarti tangkal berkurang  Oksigen beuki saeutik  polusi beuki mulek,"Ngke nincak ka when nu teu balance between residential land, rice fields, plantations compared to the number of incarnations plus the new land surface of oge means less deterrent Oxygen beuki saeutik pollution beuki mulek",negative,,,,,,,,,,,,,
1144,1144,1.36361957407203E+018,2021-02-22 5:40:15,waduk banyak dibangun  lahan sawah makin berkurang  lah itu waduk buat banjirkan siapa,waduk banyak dibangun  lahan sawah makin berkurang  lah itu waduk buat banjirkan siapa,"Many reservoirs are being built, rice fields are getting less and less. Who is the reservoir for flooding?",neutral,,,,,,,,,,,,,
1145,1145,1.36340398885545E+018,2021-02-21 15:23:36,Kemarin hbs ngobrol sama tmn kl sawah di daerahku kebanjiran salah satunya krn jumlah lahan hijau berkurang buat bangunan,Kemarin hbs ngobrol sama tmn kl sawah di daerahku kebanjiran salah satunya krn jumlah lahan hijau berkurang buat bangunan,"Yesterday, I had a chat with a friend when the rice fields in my area were flooded, one of which was because the amount of green land was reduced for buildings.",positive,,,,,,,,,,,,,
1146,1146,1.35804577389249E+018,2021-02-06 20:31:58,Yang lahan hijau serapan ngefek banget sih ini di tirto  soalnya sawah sawah berkurang juga,Yang lahan hijau serapan ngefek banget sih ini di tirto  soalnya sawah sawah berkurang juga,"The green land that is absorbed is really effective in Tirto, because the paddy fields are decreasing too",positive,,,,,,,,,,,,,
1147,1147,1.34447465264352E+018,2020-12-31 9:45:10,Sayang lahannya utk pertanian dan ketahanan pangan    Ingat bandara Jember  Kertajati sepi tdk efesien  LBH baik tol ditarik dekat sana   shgg jarak ke bandara Smg    jam sdh sama dgn Depok ke Ckg  ingat lahan sawah p Jawa smkn berkurang  hrs nya jika tdk efesien jgn dipaksakan,Sayang lahannya utk pertanian dan ketahanan pangan    Ingat bandara Jember  Kertajati sepi tdk efesien  LBH baik tol ditarik dekat sana   shgg jarak ke bandara Smg    jam sdh sama dgn Depok ke Ckg  ingat lahan sawah p Jawa smkn berkurang  hrs nya jika tdk efesien jgn dipaksakan,"Unfortunately the land is for agriculture and food security Remember that Jember Kertajati airport is quiet, inefficient LBH is good, the toll road is pulled nearby, so the distance to the airport may be the same as Depok to Ckg, remember that rice fields in Java may be reduced, if it's not efficient, don't force it",positive,,,,,,,,,,,,,
1148,1148,1.29820725826266E+018,2020-08-25 17:35:04,Rata rata luasan lahan baku sawah berkurang sebesar     ribu hektare per tahun atau ekuivalen dengan     juta ton beras  BPS    kata Sarwo Edhy  Ditjen PSP Kementan RI,Rata rata luasan lahan baku sawah berkurang sebesar     ribu hektare per tahun atau ekuivalen dengan     juta ton beras  BPS    kata Sarwo Edhy  Ditjen PSP Kementan RI,"The average area of ​​rice paddy fields is reduced by thousands of hectares per year or equivalent to million tons of rice from the BPS, said Sarwo Edhy, Director General of PSP, Ministry of Agriculture.",neutral,,,,,,,,,,,,,
